P1,63.88036428642371
P2,92.3249420791335
P3,81.94042607313197
P4,64.2561086820737
P5,128.81925089216435
P6,63.262425249169404
P7,81.0037077221742
P8,54.71915144766149
P9,88.7489053497941
P10,41.74595551735256
P11,33.680802400000005
P12,55.39944462279293
P13,31.746309819290214
P14,46.30156660557932
P15,79.83378607420978
P16,36.160606929604015
P18,40.95925167388736
P19,43.99614367060889
P20,85.68136569037628
P21,68.21229380827165
P22,44.3968011126565
P23,19.240135021097068
P24,21.151003095975224
P25,48.65696728307255
