P1,20.953635713576336
P2,29.317057920866468
P3,12.283573926868048
P4,24.453891317926296
P5,52.37674910783554
P6,52.14357475083059
P7,6.238292277825712
P8,44.7788485523385
P9,32.60309465020574
P10,14.628044482647473
P11,17.94519760000002
P12,13.012555377207057
P13,10.465690180709778
P14,14.382433394420701
P15,18.8602139257902
P16,16.18539307039599
P18,24.446748326112633
P19,43.86785632939116
P20,13.87063430962343
P21,26.97770619172839
P22,60.26319888734351
P23,16.711864978902945
P24,23.03899690402477
P25,14.083032716927454
